,Stock Name,3M Price Chart,Market Cap (Cr),LTPLast Traded Price,Day High Low (%),Week High Low (%),Month High Low (%),Qtr High Low(%),1 Year High low(%),3 Year High low(%),5 Year High low(%),10 Year High low(%)
349,JBM Auto Ltd.,,17342.1,1466.6,L  11.4%  H  1439.1  1539.6,L  8.7%  H  1290  1539.6,L  53.6%  H  949.9  1539.6,L  93.8%  H  737.2  1539.6,L  237.5%  H  361  1539.6,L  1705.3%  H  73.3  1539.6,L  1025.9%  H  38  1539.6,L  28656.9%  H  3.0  1539.6
350,The New India Assurance Co...,,19240.4,116.8,L  -0.5%  H  116.4  118.3,L  -1.6%  H  116.4  122.5,L  -3.0%  H  113.9  126.7,L  13.9%  H  101.7  129.8,L  44.9%  H  79.3  142.4,L  4.3%  H  78.2  197,L  -59.7%  H  74.1  309.7,L  ;  H  74.1  382.4
351,FSN E-Commerce Ventures Ltd.,,41480.4,145.4,L  1.7%  H  143  146.7,L  3.1%  H  138.7  149.9,L  3.1%  H  137.1  153.3,L  15.3%  H  114.3  153.3,L  -38.4%  H  114.3  247.8,L  ;  H  114.3  429.0,L  ;  H  114.3  429.0,L  ;  H  114.3  429.0
352,Jindal Steel & Power Ltd.,,65448.9,641.6,L  1.3%  H  634  645,L  5.2%  H  609.5  645,L  18.7%  H  534.2  645,L  14.5%  H  503  645,L  77.7%  H  342.0  645,L  287.2%  H  159.6  645,L  211.3%  H  62  645,L  188.3%  H  48.1  645
353,Suven Pharmaceuticals Ltd.,,12407.5,487.4,L  0.4%  H  485.1  490.1,L  1.0%  H  482  490.1,L  2.2%  H  475.2  493.6,L  4.8%  H  463.4  493.6,L  4.6%  H  390.5  520,L  82.2%  H  264.1  631.8,L  ;  H  87.6  631.8,L  ;  H  87.6  631.8
354,Indian Energy Exchange Ltd.,,11034.7,123.8,L  1.8%  H  120.7  124,L  -1.3%  H  120.5  125.9,L  0.3%  H  120.5  132.5,L  -20.1%  H  116  163.8,L  -23.7%  H  116  175.9,L  97.5%  H  56.8  318.7,L  129.4%  H  37.4  318.7,L  ;  H  37.4  318.7
355,Krishna Institute of Medic...,,15384.5,1922.4,L  4.3%  H  1836  1940,L  7.5%  H  1765.2  1940,L  19.8%  H  1600  1940,L  29.6%  H  1457.1  1940,L  61.1%  H  1181.1  1940,L  ;  H  937.6  1940,L  ;  H  937.6  1940,L  ;  H  937.6  1940
356,JK Cement Ltd.,,25406.2,3288.1,L  -0.6%  H  3270.9  3343,L  -0.1%  H  3270.9  3375,L  -1.2%  H  3267.3  3466.3,L  10.8%  H  2850.2  3466.3,L  50.9%  H  2152.2  3466.3,L  131.8%  H  1371.2  3838,L  310.5%  H  649.6  3838,L  1375.5%  H  150.3  3838
357,JK Lakshmi Cement Ltd.,,8021.0,681.7,L  1.1%  H  671  685.9,L  -0.2%  H  671  687.9,L  -8.2%  H  671  747.1,L  -13.6%  H  660  821.1,L  60.3%  H  423.7  896.9,L  141.2%  H  243.2  896.9,L  96.0%  H  179.8  896.9,L  716.8%  H  49.2  896.9
358,JK Paper Ltd.,,5243.0,309.5,L  -0.4%  H  308.5  312.6,L  -0.5%  H  306.4  317.3,L  -5.9%  H  306.4  332.2,L  -18.6%  H  306.4  389.9,L  3.9%  H  297.9  453.2,L  209.8%  H  86.3  453.2,L  192.3%  H  62  453.2,L  913.1%  H  23.6  453.2
359,JM Financial Ltd.,,7210.5,75.5,L  1.1%  H  75  77.9,L  2.1%  H  73.3  77.9,L  4.9%  H  70.8  77.9,L  18.0%  H  59.8  77.9,L  21.4%  H  57.9  84.9,L  -6.8%  H  57.1  117.7,L  -38.8%  H  55.5  135.9,L  192.1%  H  17.9  191.6
360,TCI Express Ltd.,,5875.5,1533.6,L  0.8%  H  1520  1539.0,L  0.7%  H  1505.6  1542.2,L  -7.8%  H  1500  1671.0,L  0.5%  H  1374  1700.9,L  -1.2%  H  1374  2013,L  134.8%  H  650.5  2572,L  167.6%  H  455.8  2572,L  ;  H  280  2572
361,Zomato Ltd.,,70821.2,82.6,L  0.4%  H  81.7  85.3,L  12.7%  H  73.4  85.3,L  11.4%  H  72.6  85.3,L  53.3%  H  53  85.3,L  48.3%  H  40.6  85.3,L  ;  H  40.6  169,L  ;  H  40.6  169,L  ;  H  40.6  169
362,PNC Infratech Ltd.,,8849.3,345.0,L  -0.3%  H  342  348.8,L  -1.8%  H  340  356.7,L  8.3%  H  321.4  368,L  20.8%  H  275.2  368,L  37.2%  H  237  368,L  142.8%  H  126.5  395.9,L  126.9%  H  80  395.9,L  ;  H  69.3  395.9
363,Jindal Stainless Ltd.,,30022.4,364.6,L  1.1%  H  363  368.3,L  0.4%  H  351.8  374.6,L  9.9%  H  317.1  374.6,L  37.1%  H  257.2  374.6,L  226.3%  H  108.4  374.6,L  824.2%  H  35.3  374.6,L  475.1%  H  21.4  374.6,L  659.6%  H  14.2  374.6
364,JSW Energy Ltd.,,50096.8,304.6,L  1.9%  H  299.8  307.7,L  -0.7%  H  293.4  320.0,L  14.6%  H  251.6  320.0,L  24.1%  H  240  320.0,L  31.3%  H  204.7  369,L  584.5%  H  43  408,L  358.7%  H  34.8  408,L  589.9%  H  33.7  408
365,Brightcom Group Ltd.,,5298.6,26.3,L  5%  H  23.8  26.3,L  -14.1%  H  23.8  31.1,L  -3.9%  H  23.8  36.5,L  69.9%  H  9.4  36.5,L  -42.9%  H  9.4  57.8,L  654.3%  H  2.3  122.9,L  1281.6%  H  1.1  122.9,L  ;  H  1.1  122.9
366,JSW Steel Ltd.,,194550.0,804.9,L  0.3%  H  792.1  807.9,L  2.1%  H  787.8  815.7,L  4.1%  H  737.2  815.7,L  11.7%  H  681.1  815.7,L  37.8%  H  569.4  815.7,L  314.8%  H  192.6  815.7,L  154.5%  H  132.5  815.7,L  1237.4%  H  46.2  815.7
367,Jubilant Pharmova Ltd.,,6203.2,389.5,L  0.5%  H  385.6  396,L  0.8%  H  383.2  404,L  4.1%  H  374.5  418.9,L  28.1%  H  299.1  418.9,L  5.8%  H  268.9  423.9,L  -43.5%  H  268.9  1047.0,L  -47.4%  H  234.4  1047.0,L  229.1%  H  66.1  1047.0
368,Jubilant Foodworks Ltd.,,31058.9,470.7,L  -0.1%  H  468.5  477.4,L  -4.6%  H  466.4  498,L  -4.8%  H  466.4  510.0,L  8.2%  H  429.9  510.0,L  -15.9%  H  412.1  652.4,L  42.4%  H  331.0  918,L  67.1%  H  195.4  918,L  316.4%  H  76.1  918
369,Endurance Technologies Ltd.,,24133.5,1715.7,L  2.5%  H  1668.1  1727.2,L  5.2%  H  1620.1  1735.5,L  11.9%  H  1510.2  1735.5,L  35.5%  H  1220.1  1735.5,L  19.6%  H  1179  1735.5,L  94.1%  H  864.6  1989,L  39.4%  H  564.5  1989,L  ;  H  518.8  1989
370,Just Dial Ltd.,,7085.8,833.4,L  7.6%  H  768  850,L  12.7%  H  726.3  850,L  7.0%  H  725.8  850,L  29.8%  H  638.9  850,L  45.5%  H  535.2  850,L  123.1%  H  332.3  1138,L  45.9%  H  250  1138,L  19.1%  H  250  1894.4
371,Shyam Metalics and Energy ...,,9244.1,362.4,L  4.0%  H  348.9  364.9,L  2.6%  H  343.3  364.9,L  6.5%  H  331.6  374.0,L  24.3%  H  287.8  374.0,L  25.9%  H  254.6  374.0,L  ;  H  254.6  461.2,L  ;  H  254.6  461.2,L  ;  H  254.6  461.2
372,Jyothy Labs Ltd.,,8578.0,233.6,L  0.8%  H  232.4  235.9,L  -1.9%  H  228.2  240.3,L  14.1%  H  205.1  242.7,L  19.5%  H  190.5  242.7,L  41.5%  H  163.3  242.7,L  104.0%  H  112.2  242.7,L  7.8%  H  85  242.7,L  159.4%  H  70.6  244.4
373,G R Infraprojects Ltd.,,12793.9,1323.2,L  -0.5%  H  1315  1347.4,L  ;  H  1302  1350.6,L  6.2%  H  1235  1350.6,L  33.4%  H  962  1350.6,L  11.8%  H  930  1446,L  ;  H  930  2267.7,L  ;  H  930  2267.7,L  ;  H  930  2267.7
374,Kajaria Ceramics Ltd.,,20999.7,1318.7,L  1.8%  H  1312.5  1337.6,L  7.2%  H  1229.2  1350,L  2.3%  H  1225.0  1350,L  18.4%  H  1052.3  1350,L  33.7%  H  979.3  1350,L  237.6%  H  388.1  1374.9,L  186.8%  H  295.6  1374.9,L  961.9%  H  99.5  1374.9
375,Kalpataru Projects Interna...,,9173.3,564.7,L  0.9%  H  555  566.9,L  2.0%  H  538.3  567,L  5.8%  H  516  569.9,L  5.8%  H  485.8  569.9,L  56.5%  H  356  597,L  119.6%  H  224.3  597,L  49.7%  H  169.5  597,L  749.2%  H  56.1  597
376,Delhivery Ltd.,,30359.5,415.2,L  4.0%  H  395.2  418.8,L  5.5%  H  389.1  418.8,L  8.2%  H  364.5  418.8,L  27.8%  H  321.7  418.8,L  -30.6%  H  291  708,L  ;  H  291  708,L  ;  H  291  708,L  ;  H  291  708
377,Varun Beverages Ltd.,,108198.6,832.9,L  ;  H  818.6  847.6,L  1.4%  H  806.9  849,L  3.1%  H  755  862,L  16.5%  H  687.5  873.5,L  99.5%  H  408.9  873.5,L  450.4%  H  143.6  873.5,L  653.3%  H  98.8  873.5,L  ;  H  50.4  873.5
378,Kansai Nerolac Paints Ltd.,,24890.0,307.9,L  1.0%  H  305.8  310.8,L  -1.9%  H  300.5  315.4,L  2.6%  H  291.6  334,L  21.2%  H  249.1  334,L  19.1%  H  249.1  357.3,L  5.7%  H  238.8  453.3,L  -7.0%  H  195.8  453.3,L  295.1%  H  55.1  453.3
379,Karur Vysya Bank Ltd.,,9949.6,124.0,L  1.7%  H  122.4  127.6,L  -3.8%  H  120.6  130.0,L  7.6%  H  114.7  137.8,L  24.4%  H  93  137.8,L  171.0%  H  45.3  137.8,L  279.8%  H  29.3  137.8,L  35.8%  H  18.8  137.8,L  57.6%  H  18.8  146.7
380,KEC International Ltd.,,15507.6,603.2,L  0.3%  H  600  612.0,L  1.1%  H  581.2  612.0,L  6.4%  H  543.3  612.0,L  24.2%  H  444  612.0,L  32.3%  H  386.5  612.0,L  124.7%  H  258  612.0,L  79.4%  H  154.1  612.0,L  1656.0%  H  22.8  612.0
381,KEI Industries Ltd.,,22065.1,2446.5,L  0.5%  H  2427.7  2464.9,L  6.0%  H  2290.1  2464.9,L  10.9%  H  2182.1  2464.9,L  39.5%  H  1715.2  2464.9,L  109.8%  H  1172.3  2464.9,L  559.0%  H  319.6  2464.9,L  515.0%  H  208.3  2464.9,L  23199.5%  H  6.7  2464.9
382,PNB Housing Finance Ltd.,,16099.5,620.3,L  0.4%  H  616.3  627,L  6.4%  H  577.9  631,L  9.0%  H  558  631,L  46.5%  H  407  631,L  87.1%  H  329.5  654.8,L  205.4%  H  194  925,L  -49.7%  H  145.7  1428.4,L  ;  H  145.7  1717.7
383,ICICI Lombard General Insu...,,67579.5,1375.8,L  1.4%  H  1351.5  1378.9,L  2.9%  H  1321.9  1383,L  13.5%  H  1200.1  1383,L  26.5%  H  1055  1383,L  10%  H  1049.1  1383,L  9.2%  H  1049.1  1675,L  91.5%  H  638.8  1675,L  ;  H  638.7  1675
384,Aster DM Healthcare Ltd.,,15807.1,316.5,L  4.7%  H  301.1  317,L  0.7%  H  300  321,L  5.7%  H  278  336.7,L  27.1%  H  240.4  336.7,L  59.1%  H  199.3  336.7,L  161.2%  H  118.4  336.7,L  90.1%  H  78  336.7,L  ;  H  78  336.7
385,Adani Transmission Ltd.,,82803.0,742.3,L  -0.4%  H  738.4  752.7,L  -2.3%  H  738.4  764,L  -8.2%  H  738  840,L  -28.0%  H  714.1  1077.7,L  -74.3%  H  631.5  4236.8,L  200.4%  H  221.5  4236.8,L  361.5%  H  141  4236.8,L  ;  H  25  4236.8
386,Latent View Analytics Ltd.,,7582.4,370.1,L  3.2%  H  360.4  376.4,L  0.2%  H  356.2  379.7,L  11.2%  H  332.4  390,L  0.7%  H  321.9  390,L  10.2%  H  310.5  421.5,L  ;  H  305.3  754.9,L  ;  H  305.3  754.9,L  ;  H  305.3  754.9
387,Gland Pharma Ltd.,,18722.4,1136.8,L  2.8%  H  1109  1147,L  8.7%  H  1056.7  1147,L  13.6%  H  971  1147,L  -9.2%  H  861  1477.9,L  -53.3%  H  861  2607,L  ;  H  861  4350,L  ;  H  861  4350,L  ;  H  861  4350
388,Syngene International Ltd.,,31250.6,777.4,L  1.3%  H  761.2  779.8,L  1.9%  H  754.6  787,L  4.6%  H  717.1  787,L  26.2%  H  605.9  787,L  32.3%  H  535.1  787,L  84.1%  H  401.7  787,L  157.0%  H  212.6  787,L  ;  H  147.5  787
389,KNR Constructions Ltd.,,7016.8,249.5,L  0.2%  H  248.5  251.0,L  0.5%  H  245.8  251.5,L  3.1%  H  235  252.6,L  2.3%  H  226.3  256.9,L  -0.2%  H  202.7  280.8,L  145.3%  H  100.3  343.9,L  128.1%  H  82.5  343.9,L  3098.7%  H  4.6  343.9
390,Kotak Mahindra Bank Ltd.,,371409.9,1869.0,L  0.0%  H  1860  1887.4,L  0.8%  H  1845  1901.6,L  0.2%  H  1815.3  1901.6,L  0.0%  H  1815.3  2064.4,L  5.6%  H  1643.5  2064.4,L  44.0%  H  1230.6  2253,L  33.1%  H  1001  2253,L  393.1%  H  294  2253
391,InterGlobe Aviation Ltd.,,102476.5,2658.0,L  -1.1%  H  2617.4  2703.8,L  1.0%  H  2617.4  2745.1,L  12.8%  H  2370  2745.1,L  41.4%  H  1882.9  2745.1,L  50.9%  H  1676  2745.1,L  178.2%  H  875.3  2745.1,L  140.2%  H  691  2745.1,L  ;  H  691  2745.1
392,IDFC First Bank Ltd.,,54682.5,82.5,L  1.4%  H  81.2  82.8,L  3.5%  H  78.9  84.4,L  7.5%  H  75.6  84.5,L  52.8%  H  53.9  84.5,L  144.1%  H  33.1  84.5,L  218.5%  H  24.1  84.5,L  116.8%  H  17.7  84.5,L  ;  H  17.7  84.5
393,Birlasoft Ltd.,,10456.3,379.7,L  4.9%  H  362.6  381,L  7.1%  H  343.6  381,L  12.3%  H  333  381,L  44.3%  H  251.9  381,L  19.6%  H  250.3  381,L  276.7%  H  101.5  585.9,L  25.0%  H  46.7  585.9,L  197.9%  H  46.7  585.9
394,KPR Mill Ltd.,,22094.9,646.4,L  0.4%  H  640.3  656.0,L  1.8%  H  617.1  658.4,L  2.1%  H  617.1  685.9,L  6.4%  H  551.5  685.9,L  25.9%  H  479.5  685.9,L  603.8%  H  83  769,L  416.8%  H  62.5  769,L  5026.1%  H  10.4  769
395,KRBL Ltd.,,8251.6,350.6,L  -0.5%  H  345  355.6,L  0.4%  H  335.5  355.6,L  -0.6%  H  335.5  362.8,L  2.8%  H  335.5  421,L  42.5%  H  235.8  445,L  37.5%  H  173.2  445,L  1.2%  H  92  445,L  1639.7%  H  19.3  675
396,Lux Industries Ltd.,,4463.4,1484.3,L  1.9%  H  1466.7  1487,L  -1.0%  H  1452  1503,L  -1.5%  H  1452  1600,L  22.2%  H  1195  1600,L  -18.0%  H  1111  2024,L  24.9%  H  1104.9  4644,L  -21.4%  H  814.2  4644,L  ;  H  536.2  4644
397,Cochin Shipyard Ltd.,,8283.1,629.7,L  -1.2%  H  626.6  643.9,L  8.6%  H  570.6  672.1,L  14.7%  H  546.1  672.1,L  29.4%  H  469.0  672.1,L  96.1%  H  318.3  687,L  94.0%  H  280.8  687,L  43.6%  H  209.1  687,L  ;  H  209.1  687
398,L&T Finance Holdings Ltd.,,32996.0,133.1,L  0.2%  H  131.8  135,L  1.7%  H  130.2  136.0,L  18.6%  H  111.8  140.2,L  51.8%  H  86.5  140.2,L  87.7%  H  69.1  140.2,L  107.1%  H  55.6  140.2,L  -9.6%  H  45.9  189.5,L  74.8%  H  45.9  213.9
399,Rossari Biotech Ltd.,,4768.2,864.5,L  -0.1%  H  858.9  881.9,L  -0.4%  H  855  888,L  2.5%  H  831.6  890,L  28.2%  H  665.3  890,L  1.8%  H  536.4  1052.9,L  ;  H  536.4  1619,L  ;  H  536.4  1619,L  ;  H  536.4  1619
400,Lakshmi Machine Works Ltd.,,14666.9,13729.2,L  1.7%  H  13521.1  13770,L  1.2%  H  13408  13923,L  10.8%  H  12275  13923,L  26.3%  H  10430.1  13923,L  41.5%  H  9606  14200,L  391.2%  H  2740.1  14200,L  68.1%  H  2000  14200,L  638.0%  H  1721.3  14200
401,LIC Housing Finance Ltd.,,21590.0,392.5,L  1.4%  H  388  393.1,L  0.7%  H  385.2  400.7,L  5.3%  H  371.5  420.4,L  19.9%  H  324.5  420.4,L  9.3%  H  315.1  443.6,L  48.9%  H  255  542.5,L  -21.6%  H  185.3  587,L  67.2%  H  152.8  794
402,Linde India Ltd.,,37009.1,4339.5,L  -1.0%  H  4315  4404.8,L  -0.2%  H  4287.1  4499,L  -5.5%  H  4280  4638,L  3.9%  H  3855.6  4638,L  23.7%  H  2933  4638,L  534.2%  H  621.1  4638,L  837.4%  H  382.3  4638,L  1542.8%  H  228.1  4638
403,Larsen & Toubro Ltd.,,347492.7,2472.3,L  0.9%  H  2448.7  2477.1,L  0.9%  H  2420  2486.0,L  5.0%  H  2349  2504,L  9.5%  H  2168.5  2504,L  50.2%  H  1649.2  2504,L  170.8%  H  843  2504,L  90.4%  H  661  2504,L  272.5%  H  451.4  2504
404,Lupin Ltd.,,42367.2,931.0,L  0.0%  H  925.4  934.9,L  3.4%  H  896.4  943.0,L  13.7%  H  821.6  943.0,L  38.7%  H  655.4  943.0,L  44.7%  H  603  943.0,L  6.6%  H  583  1267.7,L  7.5%  H  504.8  1267.7,L  7.1%  H  504.8  2129
405,Mahindra & Mahindra Ltd.,,192317.9,1546.6,L  -1.3%  H  1542.7  1566.9,L  -1.1%  H  1541.7  1594.8,L  12.2%  H  1368.5  1594.8,L  28.4%  H  1196  1594.8,L  35.4%  H  1123.4  1594.8,L  183.7%  H  542.6  1594.8,L  70.6%  H  245.4  1594.8,L  240.9%  H  245.4  1594.8
406,Mahindra & Mahindra Financ...,,39086.0,316.4,L  -1.3%  H  312.5  322.7,L  -3.8%  H  312.5  336,L  7.2%  H  292.3  346.6,L  22.0%  H  248.1  346.6,L  61.2%  H  176.1  346.6,L  62.1%  H  112.7  346.6,L  -33.4%  H  112.7  526.9,L  19.4%  H  112.7  534
407,Poonawalla Fincorp Ltd.,,28344.3,369.0,L  -0.1%  H  367.2  374.0,L  2%  H  357.6  374.5,L  6.8%  H  332.1  376,L  26.0%  H  292.9  376,L  53.3%  H  238.2  376,L  1364.3%  H  21.7  376,L  139.7%  H  12.9  376,L  308.4%  H  12.9  376
408,Adani Wilmar Ltd.,,51818.2,398.7,L  0.0%  H  397.5  404.0,L  -1.3%  H  396.3  407.9,L  -4.7%  H  394  437.9,L  -2.9%  H  366  509,L  -36.5%  H  327.3  841.7,L  ;  H  227  878,L  ;  H  227  878,L  ;  H  227  878
409,Bank of Maharashtra,,22058.5,31.2,L  2.3%  H  29.9  31.3,L  -2.7%  H  29.9  32.8,L  9.3%  H  26.8  32.8,L  13.1%  H  26.8  32.8,L  95.9%  H  15.9  36.3,L  184.5%  H  10.3  36.3,L  158.5%  H  8  36.3,L  -37.5%  H  8  55.1
410,CIE Automotive India Ltd.,,20584.2,542.6,L  -0.3%  H  537.2  549.4,L  1.8%  H  525.4  559.7,L  9.6%  H  493.2  559.7,L  48.5%  H  357  559.7,L  126.7%  H  236.7  559.7,L  377.4%  H  101  559.7,L  110.6%  H  58.6  559.7,L  768.2%  H  37.6  559.7
411,Amber Enterprises India Ltd.,,7470.4,2217.2,L  1.3%  H  2192.1  2222.8,L  -0.2%  H  2175  2249,L  4.4%  H  2102  2457.9,L  18.9%  H  1805.6  2457.9,L  -5.8%  H  1762.5  2580,L  48.4%  H  1442.3  4026.0,L  125.7%  H  622  4026.0,L  ;  H  622  4026.0
412,Mahindra Lifespace Develop...,,7640.3,493.2,L  1.3%  H  483.6  494.6,L  3.8%  H  472.2  494.6,L  4.6%  H  448.2  494.6,L  33.7%  H  355.4  494.6,L  21.9%  H  316  550.8,L  598.0%  H  66.1  550.8,L  144.3%  H  57.2  550.8,L  235.4%  H  57.2  550.8
413,Manappuram Finance Ltd.,,10829.6,128.0,L  3.5%  H  122.6  128.9,L  -1.2%  H  122.6  134.1,L  5.7%  H  118.4  134.1,L  0.6%  H  102  134.1,L  45.2%  H  87.4  134.1,L  -18.5%  H  81.5  224.5,L  25.3%  H  66.3  224.5,L  1154.4%  H  9.8  224.5
414,Angel One Ltd.,,14318.9,1708.3,L  -2.1%  H  1701.5  1804,L  -0.2%  H  1636.2  1804.9,L  10.7%  H  1508.1  1804.9,L  35.2%  H  1181.2  1804.9,L  30.2%  H  999  1804.9,L  ;  H  222.2  2022,L  ;  H  222.2  2022,L  ;  H  222.2  2022
415,Marico Ltd.,,69760.5,539.5,L  1.1%  H  533.6  541.4,L  4.3%  H  516.6  547.8,L  0.0%  H  513.3  553.5,L  13.1%  H  462.7  558.8,L  6.3%  H  462.7  558.8,L  54.7%  H  333  607.7,L  52.0%  H  234  607.7,L  417.2%  H  98.1  607.7
416,Maruti Suzuki India Ltd.,,290107.2,9603.7,L  -0.5%  H  9591  9727.3,L  -2.5%  H  9591  9956.9,L  0.8%  H  9300  10037.0,L  10.8%  H  8420  10037.0,L  12.1%  H  8076.1  10037.0,L  66.4%  H  5752  10037.0,L  1.8%  H  4001.1  10037.0,L  563.3%  H  1215  10037.0
417,Mastek Ltd.,,6584.8,2151.5,L  9.3%  H  1975.5  2179,L  9.8%  H  1937  2179,L  8.7%  H  1890  2179,L  34.8%  H  1550.1  2179,L  9.7%  H  1475.1  2202.6,L  449.6%  H  391.5  3669,L  330.3%  H  165.7  3669,L  1583.5%  H  101.7  3669
418,HLE Glasscoat Ltd.,,4460.5,653.4,L  1.0%  H  647.2  656.0,L  -3.5%  H  644  682.8,L  -2.8%  H  634.0  698,L  25.5%  H  521.1  698.4,L  -0.8%  H  465  815,L  ;  H  351  1510,L  ;  H  351  1510,L  ;  H  351  1510
419,Max Financial Services Ltd.,,28482.3,825.3,L  0.2%  H  821.3  830.1,L  2.9%  H  799.4  839,L  22.3%  H  668.3  839,L  31.9%  H  599.1  839,L  -1.1%  H  599.1  885,L  49.0%  H  514.9  1148.1,L  85.6%  H  276.4  1148.1,L  300.8%  H  150.2  1148.1
420,United Spirits Ltd.,,68720.1,944.8,L  2.2%  H  924.9  947.5,L  3.3%  H  905.2  947.5,L  5.2%  H  888.3  949.9,L  24.0%  H  754.3  949.9,L  14.5%  H  730.6  951.8,L  52.5%  H  494  1020.0,L  55.4%  H  438.2  1020.0,L  77.1%  H  354.7  1020.0
421,Multi Commodity Exchange o...,,7938.7,1556.7,L  -0.9%  H  1550.8  1597,L  -2.5%  H  1550.8  1637.5,L  -2.1%  H  1411.4  1670.9,L  6.1%  H  1285.1  1670.9,L  16.4%  H  1156  1697.1,L  20.5%  H  1143  2135,L  91.7%  H  643.5  2135,L  118.7%  H  238.2  2135
422,Dr. Lal Pathlabs Ltd.,,19657.1,2356.6,L  0.1%  H  2350  2387.7,L  -0.1%  H  2347.9  2454.1,L  18.0%  H  1990  2454.1,L  23.5%  H  1872.6  2454.1,L  18.5%  H  1762.1  2750,L  24.5%  H  1736.6  4245.5,L  156.4%  H  813.5  4245.5,L  ;  H  696.5  4245.5
423,Alkem Laboratories Ltd.,,42079.1,3519.4,L  0.2%  H  3500.1  3531,L  0.8%  H  3475  3550,L  4.3%  H  3307.2  3550,L  5.2%  H  3186.3  3625,L  10.4%  H  2855  3625,L  42.2%  H  2415.1  4070,L  85.1%  H  1660  4070,L  ;  H  1152.5  4070
424,Mahindra Holidays & Resort...,,6435.0,319.5,L  0.0%  H  315.8  325.8,L  6.6%  H  299  326.3,L  9.0%  H  286  326.3,L  9.4%  H  281.6  326.3,L  42.5%  H  222  326.3,L  192.7%  H  101.7  326.3,L  60.7%  H  81.2  326.3,L  185.4%  H  81.2  326.7
425,Narayana Hrudayalaya Ltd.,,21255.6,1040.1,L  2.0%  H  1020  1053.7,L  3.1%  H  996.1  1053.7,L  5.5%  H  968  1077.0,L  34.3%  H  746.3  1077.0,L  65.1%  H  588.5  1077.0,L  268.0%  H  265.6  1077.0,L  324.4%  H  182.8  1077.0,L  ;  H  182.8  1077.0
426,UNO Minda Ltd.,,33636.0,587.0,L  -0.2%  H  579.1  593.7,L  3.2%  H  565.5  596.9,L  4.0%  H  555.6  604.6,L  17.0%  H  495.2  604.6,L  13.4%  H  435  604.7,L  285.8%  H  137.5  628.7,L  180.2%  H  103.1  628.7,L  11297.1%  H  4.1  628.7
427,Nippon Life India Asset Ma...,,18515.1,297.1,L  1.6%  H  292.7  300,L  3.7%  H  285.1  301,L  21.7%  H  243.1  301,L  25.6%  H  230.3  301,L  4.1%  H  196.9  326.1,L  3.0%  H  196.9  476.5,L  33.1%  H  127.2  476.5,L  ;  H  127.2  476.5
428,MMTC Ltd.,,5137.5,34.3,L  3.8%  H  32.7  34.5,L  5.6%  H  32  34.5,L  8.7%  H  31  34.7,L  14.2%  H  26.3  34.7,L  -11.4%  H  26.3  45.9,L  81.7%  H  15.7  64.7,L  2.4%  H  9.9  64.7,L  -16.1%  H  9.9  71.2
429,Samvardhana Motherson Inte...,,65121.4,96.1,L  1.1%  H  95.3  96.3,L  5.2%  H  90.3  97.1,L  15.7%  H  81  97.1,L  40.7%  H  67.4  97.1,L  20.9%  H  61.8  97.1,L  53.5%  H  60.9  181.9,L  -25.0%  H  32.4  181.9,L  248.9%  H  24.4  181.9
430,Motilal Oswal Financial Se...,,10992.0,743.0,L  -1.6%  H  728.4  764.0,L  3.0%  H  722  764.0,L  7.2%  H  671.0  764.0,L  17.1%  H  582.7  764.0,L  -4.9%  H  551.3  823.9,L  13.2%  H  538  1188,L  -7.1%  H  426  1188,L  818.4%  H  63  1588.4
431,MphasiS Ltd.,,39022.1,2069.6,L  7.7%  H  1935  2079,L  10.2%  H  1850  2079,L  10.2%  H  1807.6  2079,L  16.9%  H  1660.1  2079,L  -2.0%  H  1660.1  2444.9,L  121.7%  H  936.1  3659.8,L  70.4%  H  630  3659.8,L  399.8%  H  331.1  3659.8
432,HDFC Life Insurance Compan...,,144039.3,670.1,L  -1.6%  H  660.6  684.8,L  1.8%  H  659.1  690.9,L  14.5%  H  574  690.9,L  26.0%  H  511.4  690.9,L  24.7%  H  457.8  690.9,L  12.0%  H  457.8  775.7,L  42.1%  H  340  775.7,L  ;  H  307  775.7
433,MRF Ltd.,,43319.1,102141.2,L  0.9%  H  101264.3  102400,L  0.9%  H  100400.3  102495.0,L  2.0%  H  98280.1  102495.0,L  19.4%  H  85001  102495.0,L  31.9%  H  77629.6  102495.0,L  58.6%  H  55300  102495.0,L  32.5%  H  49915.1  102495.0,L  710.3%  H  12311  102495.0
434,Mangalore Refinery And Pet...,,15247.6,87.0,L  1.7%  H  85.2  87.7,L  -0.8%  H  83.4  88.7,L  33.4%  H  65.1  93.4,L  63.2%  H  52.9  93.4,L  21.3%  H  49.3  93.4,L  149.6%  H  25.3  127.7,L  11.4%  H  20.8  127.7,L  136.1%  H  20.8  146.7
435,Laurus Labs Ltd.,,18933.6,351.5,L  1.3%  H  347.7  354.8,L  -3.7%  H  343.7  366.8,L  -2.1%  H  343.7  376.9,L  12.0%  H  278.9  376.9,L  -32.6%  H  278.9  605.5,L  185.4%  H  121.1  723.8,L  275.4%  H  59  723.8,L  ;  H  59  723.8
436,Housing and Urban Developm...,,11821.2,59.1,L  0.4%  H  58.7  59.7,L  1.3%  H  57.8  61.3,L  -1.1%  H  56.9  62.8,L  31.8%  H  44.2  62.8,L  65.2%  H  34.4  62.8,L  69.0%  H  29.9  62.8,L  8.6%  H  18  63,L  ;  H  18  102.3
